validity_percentage,valid_matches,total_matches,avg_similarity_score,execution_time,iteration
98.92125134843582,917,927,69.3188986541883,206.54644989967346,11
98.70550161812298,915,927,69.64361261002271,208.4806399345398,18
99.24487594390507,920,927,70.76005398996068,208.86065006256104,4
99.24487594390507,920,927,68.7995457668578,208.92196440696716,14
98.92125134843582,917,927,70.42503970387794,208.94361472129822,9
99.02912621359224,918,927,68.82051374059238,208.92455911636353,22
98.70550161812298,915,927,69.26801034791178,209.162358045578,7
98.59762675296656,914,927,70.070645372681,209.24130964279175,2
98.59762675296656,914,927,69.72457553054207,209.3799376487732,6
98.59762675296656,914,927,69.36424649398204,209.38195061683655,3
99.35275080906149,921,927,68.0588877776203,209.4137749671936,13
98.8133764832794,916,927,68.55011423725189,209.60153484344482,8
98.59762675296656,914,927,69.18664340059722,209.51036858558655,21
99.24487594390507,920,927,69.0835810746972,209.60504460334778,15
98.8133764832794,916,927,69.62380649928961,209.58939385414124,17
99.24487594390507,920,927,69.77490162766993,209.6524896621704,16
99.24487594390507,920,927,68.92154061256659,209.6524202823639,23
98.8133764832794,916,927,68.47909128367488,209.82441329956055,5
99.24487594390507,920,927,69.28781633037843,209.6524202823639,19
99.13700107874865,919,927,68.08099257317777,209.85800004005432,1
99.24487594390507,920,927,69.3189406308433,209.74700665473938,20
98.70550161812298,915,927,69.93023248854333,209.92262434959412,10
98.92125134843582,917,927,68.94916026303768,209.96831130981445,0
98.59762675296656,914,927,69.31151328867338,209.96975350379944,12
99.35275080906149,921,927,69.23392374448831,203.20033884048462,24
98.70550161812298,915,927,69.91128326055806,208.54739260673523,25
98.70550161812298,915,927,68.74894043282578,208.3894383907318,29
98.70550161812298,915,927,69.12391062764978,209.05537056922913,26
98.70550161812298,915,927,69.10097052174461,208.81736493110657,30
99.56850053937433,923,927,68.39126980411537,209.30934762954712,27
99.13700107874865,919,927,69.37301405141189,209.85098028182983,31
99.35275080906149,921,927,69.75321698003384,210.26462030410767,28
98.92125134843582,917,927,70.66346670073828,209.996173620224,32
99.13700107874865,919,927,69.83019041082234,210.01220035552979,33
98.48975188781014,913,927,69.08815264962101,209.61709833145142,38
99.24487594390507,920,927,68.5758861942316,209.76136302947998,41
99.24487594390507,920,927,69.47627952611832,209.76136302947998,40
98.92125134843582,917,927,69.15892038290814,209.88805437088013,37
99.02912621359224,918,927,69.13312049346237,210.06191873550415,35
99.56850053937433,923,927,69.80412443749852,210.395672082901,34
98.48975188781014,913,927,68.49297738564167,210.04816508293152,39
98.92125134843582,917,927,69.38366341215932,209.93790435791016,44
99.13700107874865,919,927,69.00738506450261,210.0167841911316,43
98.70550161812298,915,927,68.60416790098836,210.11206698417664,42
98.8133764832794,916,927,68.59423857328213,210.0337324142456,46
99.24487594390507,920,927,69.22159242411891,210.30192184448242,36
98.27400215749729,911,927,69.8059202606186,210.11372065544128,47
99.35275080906149,921,927,69.47862287457062,210.2086968421936,45
99.46062567421791,922,927,68.60037085325165,186.23127222061157,48
98.59762675296656,914,927,69.09538248786676,203.74032258987427,49
99.46062567421791,922,927,68.5511097756501,203.72418975830078,50
98.38187702265373,912,927,68.81606979530837,205.1196210384369,52
98.38187702265373,912,927,68.58018342205389,206.5315661430359,51
98.8133764832794,916,927,69.51620690795636,206.91138172149658,53
99.13700107874865,919,927,69.0886964460161,206.7810924053192,54
99.13700107874865,919,927,68.92959967614152,207.2077717781067,55
98.59762675296656,914,927,68.97076156983762,207.20622086524963,58
99.13700107874865,919,927,69.58712407901106,207.6177659034729,57
99.24487594390507,920,927,69.94722826420889,207.68106126785278,56
99.13700107874865,919,927,69.17358939459038,207.5521674156189,60
98.59762675296656,914,927,68.44444828428877,207.6790370941162,61
99.46062567421791,922,927,68.06560055248303,207.56623888015747,63
98.59762675296656,914,927,68.70355884533663,207.83679866790771,59
98.92125134843582,917,927,69.91383516736799,207.51754927635193,69
99.02912621359224,918,927,68.54961168496607,207.69223928451538,65
98.8133764832794,916,927,69.8243350727078,207.70781326293945,64
98.48975188781014,913,927,68.8406239904609,207.99362015724182,62
99.13700107874865,919,927,67.9683568169595,207.73809719085693,68
98.48975188781014,913,927,69.10559723940835,207.88083839416504,66
98.16612729234089,910,927,69.70096520906093,207.84852576255798,67
98.92125134843582,917,927,68.37530472047943,207.720885515213,70
99.13700107874865,919,927,68.94535238655031,207.7521777153015,71
99.46062567421791,922,927,69.28784241805982,142.22618961334229,72
98.70550161812298,915,927,68.46808031679159,192.47651195526123,74
98.92125134843582,917,927,69.43597502007937,193.41993689537048,73
98.8133764832794,916,927,69.48105452031257,199.2983169555664,75
98.92125134843582,917,927,69.6421380645156,200.94527339935303,76
98.59762675296656,914,927,68.43335219223758,201.11965489387512,77
98.92125134843582,917,927,68.72672439643983,202.65657806396484,78
99.35275080906149,921,927,69.54522927080701,203.1007046699524,80
99.13700107874865,919,927,68.77724225094069,202.81568670272827,81
98.92125134843582,917,927,68.1763281650426,203.49618196487427,79
99.24487594390507,920,927,68.37261920720871,203.29031777381897,84
99.02912621359224,918,927,69.3713988052867,203.5908169746399,83
99.02912621359224,918,927,68.97333465402433,203.66978693008423,82
99.13700107874865,919,927,69.25341791802431,203.4016523361206,88
99.02912621359224,918,927,68.56041729195191,203.6066620349884,86
99.35275080906149,921,927,68.69868371045781,203.59098958969116,89
98.59762675296656,914,927,68.7906236294016,203.85893750190735,85
98.8133764832794,916,927,68.57771648462955,203.5912744998932,90
98.70550161812298,915,927,68.44599849380411,203.62284088134766,93
98.92125134843582,917,927,68.31571223090278,203.70147323608398,92
98.59762675296656,914,927,68.5795268302052,203.9376175403595,87
98.92125134843582,917,927,69.15916981770881,203.59116411209106,95
98.92125134843582,917,927,69.96147445950423,203.67006945610046,94
