validity_percentage,valid_matches,total_matches,avg_similarity_score,execution_time,iteration
98.92125134843582,917,927,70.42503970387794,208.42885661125183,9
99.35275080906149,921,927,68.0588877776203,208.39927220344543,13
99.13700107874865,919,927,68.08099257317777,209.44204664230347,1
99.24487594390507,920,927,69.0835810746972,208.42131781578064,15
98.8133764832794,916,927,68.47909128367488,209.47491717338562,5
99.24487594390507,920,927,70.76005398996068,209.53801941871643,4
98.8133764832794,916,927,68.55011423725189,209.25487875938416,8
98.92125134843582,917,927,68.94916026303768,209.6800627708435,0
98.59762675296656,914,927,69.31151328867338,209.19208145141602,12
99.24487594390507,920,927,69.28781633037843,208.3736174106598,19
98.70550161812298,915,927,69.93023248854333,209.22351932525635,10
99.24487594390507,920,927,68.7995457668578,208.75241899490356,14
98.92125134843582,917,927,69.3188986541883,209.3346824645996,11
98.70550161812298,915,927,69.26801034791178,209.66573405265808,7
98.70550161812298,915,927,69.64361261002271,208.62678956985474,18
98.59762675296656,914,927,70.070645372681,209.93324160575867,2
98.8133764832794,916,927,69.62380649928961,208.72122025489807,17
98.59762675296656,914,927,69.72457553054207,209.7916841506958,6
98.59762675296656,914,927,69.36424649398204,210.01214289665222,3
99.24487594390507,920,927,69.77490162766993,208.9425630569458,16
99.02912621359224,918,927,68.82051374059238,208.48444271087646,22
99.24487594390507,920,927,69.3189406308433,208.6573784351349,20
98.59762675296656,914,927,69.18664340059722,208.7365062236786,21
99.24487594390507,920,927,68.92154061256659,208.72167205810547,23
98.70550161812298,915,927,69.91128326055806,205.25655341148376,25
99.02912621359224,918,927,69.13312049346237,204.84370517730713,35
99.35275080906149,921,927,69.23392374448831,206.00993537902832,24
99.56850053937433,923,927,68.39126980411537,207.65299487113953,27
99.24487594390507,920,927,69.22159242411891,208.1296226978302,36
99.13700107874865,919,927,69.37301405141189,208.36717629432678,31
98.70550161812298,915,927,68.74894043282578,208.47777128219604,29
99.35275080906149,921,927,69.75321698003384,208.52526140213013,28
98.70550161812298,915,927,69.10097052174461,208.50979924201965,30
99.56850053937433,923,927,69.80412443749852,208.5890393257141,34
98.70550161812298,915,927,68.60416790098836,208.30489110946655,42
98.70550161812298,915,927,69.12391062764978,208.96953296661377,26
99.13700107874865,919,927,69.83019041082234,208.77878832817078,33
99.24487594390507,920,927,69.47627952611832,208.51030206680298,40
99.24487594390507,920,927,68.5758861942316,208.77968430519104,41
98.92125134843582,917,927,69.15892038290814,208.89012265205383,37
98.48975188781014,913,927,69.08815264962101,208.87427854537964,38
98.92125134843582,917,927,69.38366341215932,208.71665358543396,44
98.92125134843582,917,927,70.66346670073828,209.17479920387268,32
98.48975188781014,913,927,68.49297738564167,208.90583491325378,39
99.35275080906149,921,927,69.47862287457062,208.70074939727783,45
98.8133764832794,916,927,68.59423857328213,208.73223304748535,46
