validity_percentage,valid_matches,total_matches,avg_similarity_score,execution_time,iteration
63.86192017259978,592,927,81.47513981178957,28.337337970733643,0
63.96979503775621,593,927,83.48333773506508,29.808510303497314,3
61.81229773462783,573,927,80.63129792918586,29.755956888198853,8
65.48004314994607,607,927,80.54577293740753,29.783936738967896,14
58.791801510248106,545,927,79.9443696688581,30.13353991508484,12
62.99892125134844,584,927,81.79686493508406,30.465100288391113,15
62.67529665587917,581,927,82.29233540373332,30.641906261444092,5
61.165048543689316,567,927,80.41957515743559,30.727457523345947,2
64.18554476806904,595,927,82.26123170861942,30.80489182472229,6
59.978425026968715,556,927,79.24524332399112,31.404895067214966,16
61.48867313915858,570,927,79.24232717114994,31.470386028289795,13
60.84142394822006,564,927,80.73810694513827,31.528175115585327,23
63.21467098166127,586,927,80.78367985345767,31.601770162582397,11
58.791801510248106,545,927,80.87945889346152,31.760598182678223,7
60.84142394822006,564,927,78.62874673876891,31.93757700920105,4
61.48867313915858,570,927,80.52155426342824,32.11064910888672,1
60.517799352750814,561,927,80.99665784609466,31.97863221168518,18
63.86192017259978,592,927,79.51801581606544,32.042325496673584,17
62.24379719525351,577,927,79.25270893370698,32.34261751174927,19
59.65480043149945,553,927,81.45487964550405,32.77211809158325,20
60.62567421790723,562,927,78.24972661460605,33.03464913368225,9
63.32254584681769,587,927,81.40835574201081,33.22563576698303,10
55.55555555555556,515,927,80.81997510087623,33.53581953048706,21
61.596548004315,571,927,78.72554474049598,34.69604516029358,22
62.45954692556634,579,927,78.20952695782007,29.654958486557007,30
64.40129449838187,597,927,80.1176250967164,32.148900508880615,24
63.32254584681769,587,927,81.68117304559098,30.057183504104614,29
65.91154261057174,611,927,81.39155305828508,31.054768562316895,27
63.32254584681769,587,927,83.37533873572113,31.293357849121094,25
56.09492988133765,520,927,78.45001871557236,30.611005783081055,32
59.8705501618123,555,927,79.13103405640715,31.42302107810974,28
62.7831715210356,582,927,79.74177442625327,32.09106397628784,26
64.07766990291263,594,927,78.60635210399442,31.32870650291443,31
60.08629989212514,557,927,81.04167790225968,30.57991099357605,37
65.80366774541531,610,927,82.01542942676892,29.528372526168823,45
58.89967637540453,546,927,78.89231403059203,30.960891485214233,39
61.81229773462783,573,927,81.58162200456394,31.37548065185547,35
59.8705501618123,555,927,79.86993499181726,31.04061985015869,41
63.75404530744336,591,927,79.60774615032706,31.709986925125122,33
62.7831715210356,582,927,79.30811056955903,31.184081315994263,40
57.28155339805825,531,927,77.94912584147093,31.279372453689575,43
59.22330097087378,549,927,78.98345039587208,32.553022384643555,36
66.66666666666666,618,927,81.41673212150593,32.68058514595032,34
60.30204962243797,559,927,82.42032707884825,32.74494814872742,44
62.45954692556634,579,927,78.85940932768602,34.05039095878601,38
61.48867313915858,570,927,79.69490465998278,32.44304537773132,46
60.40992448759439,560,927,78.36622002269904,33.81128406524658,42
62.02804746494067,575,927,81.8881561405329,32.31544041633606,47
62.24379719525351,577,927,80.5880860575585,30.745673656463623,50
59.978425026968715,556,927,79.98374177531815,30.972163200378418,52
59.331175836030205,550,927,82.03266429260523,30.572381258010864,56
62.24379719525351,577,927,79.10465537338617,31.002031564712524,55
60.30204962243797,559,927,78.34917548070385,32.54865097999573,49
58.57605177993528,543,927,80.31898065329992,33.138283491134644,48
64.18554476806904,595,927,84.66613427762363,31.814923524856567,54
58.144552319309604,539,927,76.71143623556415,30.95548105239868,61
58.144552319309604,539,927,78.08963763066428,33.79008483886719,51
58.791801510248106,545,927,76.95481787606808,31.59149193763733,62
62.7831715210356,582,927,80.20539255286684,33.77354192733765,53
59.00755124056095,547,927,79.90393197850344,32.498923540115356,58
59.978425026968715,556,927,78.5837997848676,32.179858922958374,63
62.24379719525351,577,927,79.74047972789126,32.84831619262695,60
61.92017259978425,574,927,78.10188498399634,31.686518907546997,66
61.272923408845735,568,927,79.02697040082325,33.05530023574829,59
58.57605177993528,543,927,81.2914461087009,34.36006569862366,57
59.76267529665588,554,927,79.05000817728649,32.6099739074707,65
62.45954692556634,579,927,79.92739359636504,33.21413254737854,64
60.30204962243797,559,927,78.87454556149444,31.987398862838745,67
63.86192017259978,592,927,78.7123417939055,31.98730778694153,70
61.48867313915858,570,927,82.73502425267475,32.241984844207764,69
60.62567421790723,562,927,81.06030517993493,33.165759325027466,68
65.0485436893204,603,927,83.85750439142207,32.65585398674011,71
60.30204962243797,559,927,78.5014205614068,31.799763441085815,73
60.84142394822006,564,927,79.33658255007957,31.569233417510986,76
57.92880258899677,537,927,81.05339666761664,33.446521282196045,72
59.43905070118662,551,927,78.71440374489269,31.918420791625977,75
58.46817691477886,542,927,79.05965410369791,31.694965362548828,77
65.1564185544768,604,927,81.42936950349466,31.64738440513611,78
60.08629989212514,557,927,79.71217913208675,30.390183448791504,80
64.18554476806904,595,927,80.57176279602874,32.87309694290161,74
62.24379719525351,577,927,80.44755866944601,31.47067904472351,79
56.09492988133765,520,927,77.2040043259846,31.009796380996704,81
61.165048543689316,567,927,81.20711489247228,31.645071744918823,82
59.331175836030205,550,927,80.04227916468517,31.724797010421753,83
62.45954692556634,579,927,80.7714855813172,31.835686206817627,84
63.32254584681769,587,927,79.98135043257966,29.19356608390808,92
60.84142394822006,564,927,80.59304081514608,31.676218032836914,85
